变量名,类型/位号,读位置,写位置,用途推断,相关轴号,风险说明
pressure_sp_v_prev,local real,1st.prg:1396,1st.prg:1487;1st.prg:1823,压力控制相关,,高
qcmLCZ,unknown unknown,1st.prg:9006;1st.prg:9011;1st.prg:11832,1st.prg:8997;1st.prg:9016,通用控制变量,,中
qcmLCZ_old,global real,1st.prg:6641;1st.prg:6698;1st.prg:8863,1st.prg:6700;1st.prg:9006,通用控制变量,,中
qcmPreventMove,local int,1st.prg:6623;1st.prg:6749;1st.prg:6752,,互锁/运动阻止逻辑,,高
qcmUCZ,unknown unknown,1st.prg:9007;1st.prg:9011;1st.prg:11833,1st.prg:8998;1st.prg:9017,通用控制变量,,中
qcmUCZ_old,global real,1st.prg:6641;1st.prg:6703;1st.prg:8863,1st.prg:6705;1st.prg:9007,通用控制变量,,中
rClearance,global real,1st.prg:8210;1st.prg:8437;1st.prg:8841,1st.prg:9275;1st.prg:9287;1st.prg:9299;1st.prg:9312;1st.prg:9321,通用控制变量,,中
rEndEffectorLength,global real,1st.prg:8210;1st.prg:8360;1st.prg:8585;1st.prg:8587;1st.prg:8606;1st.prg:8608;1st.prg:8841;1st.prg:9327;1st.prg:9328,1st.prg:9273;1st.prg:9285;1st.prg:9297;1st.prg:9310,通用控制变量,,中
rFrontArmLength,global real,1st.prg:8210;1st.prg:8245;1st.prg:8841;1st.prg:9337;1st.prg:9339,1st.prg:9272;1st.prg:9284;1st.prg:9296;1st.prg:9309,通用控制变量,,中
rFullyExtended,global real,1st.prg:8211;1st.prg:8319;1st.prg:8842;1st.prg:9279;1st.prg:9291;1st.prg:9303;1st.prg:9316;1st.prg:9322;1st.prg:9340,1st.prg:8294;1st.prg:9277;1st.prg:9289;1st.prg:9301;1st.prg:9314;1st.prg:9320,通用控制变量,,中
rFullyRetracted,global real,1st.prg:8211;1st.prg:8319;1st.prg:8360;1st.prg:8585;1st.prg:8587;1st.prg:8606;1st.prg:8608;1st.prg:8842;1st.prg:9280;1st.prg:9292;1st.prg:9304;1st.prg:9317;1st.prg:9323;1st.prg:9327;1st.prg:9328;1st.prg:9340,1st.prg:9276;1st.prg:9288;1st.prg:9300;1st.prg:9313;1st.prg:9319,通用控制变量,,中
rMax,local real,1st.prg:581;1st.prg:619;1st.prg:620;1st.prg:1188;1st.prg:1226;1st.prg:1227;1st.prg:2498;1st.prg:2536;1st.prg:2537;1st.prg:3191;1st.prg:3229;1st.prg:3230;1st.prg:3884;1st.prg:3922;1st.prg:3923;1st.prg:4577;1st.prg:4615;1st.prg:4616;1st.prg:5270;1st.prg:5308;1st.prg:5309;1st.prg:5963;1st.prg:6001;1st.prg:6002,1st.prg:617;1st.prg:1224;1st.prg:2534;1st.prg:3227;1st.prg:3920;1st.prg:4613;1st.prg:5306;1st.prg:5999,局部计算/临时变量,,低
rMin,local real,1st.prg:581;1st.prg:619;1st.prg:620;1st.prg:1188;1st.prg:1226;1st.prg:1227;1st.prg:2498;1st.prg:2536;1st.prg:2537;1st.prg:3191;1st.prg:3229;1st.prg:3230;1st.prg:3884;1st.prg:3922;1st.prg:3923;1st.prg:4577;1st.prg:4615;1st.prg:4616;1st.prg:5270;1st.prg:5308;1st.prg:5309;1st.prg:5963;1st.prg:6001;1st.prg:6002,1st.prg:618;1st.prg:1225;1st.prg:2535;1st.prg:3228;1st.prg:3921;1st.prg:4614;1st.prg:5307;1st.prg:6000,局部计算/临时变量,,低
rRearArmLength,global real,1st.prg:8210;1st.prg:8245;1st.prg:8370;1st.prg:8580;1st.prg:8581;1st.prg:8601;1st.prg:8602;1st.prg:8841;1st.prg:9337,1st.prg:9271;1st.prg:9283;1st.prg:9295;1st.prg:9308,通用控制变量,,中
rRotCenterOffset,global real,1st.prg:8210;1st.prg:8360;1st.prg:8585;1st.prg:8587;1st.prg:8606;1st.prg:8608;1st.prg:8841;1st.prg:9279;1st.prg:9280;1st.prg:9291;1st.prg:9292;1st.prg:9303;1st.prg:9304;1st.prg:9316;1st.prg:9317;1st.prg:9327;1st.prg:9328,1st.prg:9278;1st.prg:9290;1st.prg:9302;1st.prg:9315,通用控制变量,,中
rSqLength,global real,1st.prg:8226;1st.prg:8582;1st.prg:8603;1st.prg:8858,1st.prg:9339,通用控制变量,,中
rSqLengthDelta,local real,1st.prg:8219;1st.prg:8370;1st.prg:8858,1st.prg:8245,局部计算/临时变量,,低
rWristHalfWidth,global real,1st.prg:8210;1st.prg:8362;1st.prg:8366;1st.prg:8368;1st.prg:8581;1st.prg:8602;1st.prg:8841;1st.prg:9327;1st.prg:9331;1st.prg:9335,1st.prg:9274;1st.prg:9286;1st.prg:9298;1st.prg:9311,通用控制变量,,中
r_reg,local int,1st.prg:6176;1st.prg:6910;1st.prg:7159;1st.prg:7267;1st.prg:7374,,局部计算/临时变量,,低
ramprate0,global real tag 1068,1st.prg:8350;1st.prg:8379;1st.prg:8380;1st.prg:8390;1st.prg:8391;1st.prg:8647;1st.prg:10903;1st.prg:10938;1st.prg:11513,1st.prg:9237;1st.prg:10959,运动参数/速度曲线,0,中
ramprate1,global real tag 1268,1st.prg:8443;1st.prg:8736;1st.prg:10904;1st.prg:10939;1st.prg:11595,1st.prg:9238;1st.prg:10970,运动参数/速度曲线,1,中
ramprate2,global real tag 1168,1st.prg:8445;1st.prg:8760;1st.prg:10905;1st.prg:10940;1st.prg:11554,1st.prg:9239;1st.prg:10973,运动参数/速度曲线,2,中
ramprate3,global real tag 1368,1st.prg:10906;1st.prg:10941;1st.prg:11635,1st.prg:9240;1st.prg:10976,运动参数/速度曲线,3,中
ramprate4,global real tag 1468,1st.prg:10907;1st.prg:10942;1st.prg:11675,1st.prg:9241;1st.prg:10979,运动参数/速度曲线,4,中
ramprate5,global real tag 1668,1st.prg:10908;1st.prg:10943;1st.prg:11753,1st.prg:9242;1st.prg:10982,运动参数/速度曲线,5,中
ramprate6,global real tag 1568,1st.prg:10909;1st.prg:10944;1st.prg:11714,1st.prg:9243;1st.prg:10985,运动参数/速度曲线,6,中
ramprate7,global real tag 1768,1st.prg:10910;1st.prg:10945;1st.prg:11792,1st.prg:9244;1st.prg:10988,运动参数/速度曲线,7,中
relative_angle,local real,1st.prg:8222;1st.prg:8472;1st.prg:8474;1st.prg:8480;1st.prg:8485;1st.prg:8493;1st.prg:8496;1st.prg:8516;1st.prg:8517,1st.prg:8471;1st.prg:8473;1st.prg:8475;1st.prg:8481;1st.prg:8486;1st.prg:8492;1st.prg:8494;1st.prg:8497;1st.prg:8512,局部计算/临时变量,,低
result1,local int,1st.prg:6178;1st.prg:6911;1st.prg:7160;1st.prg:7268,1st.prg:6259;1st.prg:6279;1st.prg:6286;1st.prg:6293;1st.prg:6300;1st.prg:6307;1st.prg:6324;1st.prg:6377;1st.prg:6399;1st.prg:6414;1st.prg:6429;1st.prg:6443;1st.prg:6457;1st.prg:6471;1st.prg:6485;1st.prg:6522;1st.prg:6530;1st.prg:6537;1st.prg:6544;1st.prg:6552;1st.prg:6559;1st.prg:6566;1st.prg:6573;1st.prg:6968;1st.prg:7319,局部计算/临时变量,1,低
result1_O,local int,1st.prg:7376,1st.prg:7491,局部计算/临时变量,,低
result1_Q,local int,1st.prg:7375,1st.prg:7472,局部计算/临时变量,,低
result1_Z,local int,1st.prg:7377,1st.prg:7512,局部计算/临时变量,,低
result2,local int,1st.prg:6178;1st.prg:6911;1st.prg:7160;1st.prg:7268,1st.prg:6260;1st.prg:6281;1st.prg:6288;1st.prg:6295;1st.prg:6302;1st.prg:6309;1st.prg:6326;1st.prg:6379;1st.prg:6401;1st.prg:6416;1st.prg:6431;1st.prg:6445;1st.prg:6459;1st.prg:6473;1st.prg:6487;1st.prg:6524;1st.prg:6532;1st.prg:6539;1st.prg:6546;1st.prg:6554;1st.prg:6561;1st.prg:6568;1st.prg:6575;1st.prg:6970;1st.prg:7321,局部计算/临时变量,2,低
result2_O,local int,1st.prg:7376,1st.prg:7492,局部计算/临时变量,,低
result2_Q,local int,1st.prg:7375,1st.prg:7473,局部计算/临时变量,,低
result2_Z,local int,1st.prg:7377,1st.prg:7513,局部计算/临时变量,,低
slave_IP,local int,1st.prg:6179;1st.prg:6218;1st.prg:6912;1st.prg:6930;1st.prg:7161;1st.prg:7172;1st.prg:7269;1st.prg:7280;1st.prg:7378;1st.prg:7389,1st.prg:6213;1st.prg:6925;1st.prg:7167;1st.prg:7275;1st.prg:7384,通讯/Modbus,,中
slave_channel,local int,1st.prg:6179;1st.prg:6216;1st.prg:6218;1st.prg:6221;1st.prg:6259;1st.prg:6260;1st.prg:6279;1st.prg:6281;1st.prg:6286;1st.prg:6288;1st.prg:6293;1st.prg:6295;1st.prg:6300;1st.prg:6302;1st.prg:6307;1st.prg:6309;1st.prg:6324;1st.prg:6326;1st.prg:6377;1st.prg:6379;1st.prg:6385;1st.prg:6386;1st.prg:6399;1st.prg:6401;1st.prg:6407;1st.prg:6408;1st.prg:6414;1st.prg:6416;1st.prg:6422;1st.prg:6423;1st.prg:6429;1st.prg:6431;1st.prg:6436;1st.prg:6437;1st.prg:6443;1st.prg:6445;1st.prg:6450;1st.prg:6451;1st.prg:6457;1st.prg:6459;1st.prg:6464;1st.prg:6465;1st.prg:6471;1st.prg:6473;1st.prg:6478;1st.prg:6479;1st.prg:6485;1st.prg:6487;1st.prg:6492;1st.prg:6493;1st.prg:6522;1st.prg:6524;1st.prg:6530;1st.prg:6532;1st.prg:6537;1st.prg:6539;1st.prg:6544;1st.prg:6546;1st.prg:6552;1st.prg:6554;1st.prg:6559;1st.prg:6561;1st.prg:6566;1st.prg:6568;1st.prg:6573;1st.prg:6575;1st.prg:6912;1st.prg:6928;1st.prg:6930;1st.prg:6933;1st.prg:6968;1st.prg:6970;1st.prg:7161;1st.prg:7170;1st.prg:7172;1st.prg:7175;1st.prg:7249;1st.prg:7250;1st.prg:7269;1st.prg:7278;1st.prg:7280;1st.prg:7283;1st.prg:7319;1st.prg:7321;1st.prg:7378;1st.prg:7387;1st.prg:7389;1st.prg:7392;1st.prg:7472;1st.prg:7473;1st.prg:7491;1st.prg:7492;1st.prg:7512;1st.prg:7513,1st.prg:6212;1st.prg:6923;1st.prg:7166;1st.prg:7274;1st.prg:7383,通讯/Modbus,,中
slave_id,local int,1st.prg:6179;1st.prg:6233;1st.prg:6241;1st.prg:6912;1st.prg:6944;1st.prg:7161;1st.prg:7187;1st.prg:7269;1st.prg:7294;1st.prg:7378;1st.prg:7410;1st.prg:7415;1st.prg:7421,1st.prg:6214;1st.prg:6926;1st.prg:7168;1st.prg:7276;1st.prg:7385,通讯/Modbus,,中
store_CERRI0,local real,1st.prg:35;1st.prg:249;1st.prg:549;1st.prg:733;1st.prg:856;1st.prg:1156;1st.prg:1350;1st.prg:1952;1st.prg:2166;1st.prg:2466;1st.prg:2645;1st.prg:2859;1st.prg:3159;1st.prg:3338;1st.prg:3552;1st.prg:3852;1st.prg:4031;1st.prg:4245;1st.prg:4545;1st.prg:4724;1st.prg:4938;1st.prg:5238;1st.prg:5417;1st.prg:5631;1st.prg:5931;1st.prg:10666;1st.prg:10816,1st.prg:46;1st.prg:744;1st.prg:1963;1st.prg:2656;1st.prg:3349;1st.prg:4042;1st.prg:4735;1st.prg:5428;1st.prg:10703,故障/错误阈值或报警状态,0,中
store_CERRI2,local real,1st.prg:10666;1st.prg:10818,1st.prg:10705,故障/错误阈值或报警状态,2,中
store_CERRV0,local real,1st.prg:35;1st.prg:248;1st.prg:548;1st.prg:733;1st.prg:855;1st.prg:1155;1st.prg:1349;1st.prg:1952;1st.prg:2165;1st.prg:2465;1st.prg:2645;1st.prg:2858;1st.prg:3158;1st.prg:3338;1st.prg:3551;1st.prg:3851;1st.prg:4031;1st.prg:4244;1st.prg:4544;1st.prg:4724;1st.prg:4937;1st.prg:5237;1st.prg:5417;1st.prg:5630;1st.prg:5930;1st.prg:10666;1st.prg:10817,1st.prg:47;1st.prg:745;1st.prg:1964;1st.prg:2657;1st.prg:3350;1st.prg:4043;1st.prg:4736;1st.prg:5429;1st.prg:10704,故障/错误阈值或报警状态,0,中
store_CERRV2,local real,1st.prg:10666;1st.prg:10819,1st.prg:10706,故障/错误阈值或报警状态,2,中
store_CURI,local real,1st.prg:33;1st.prg:236;1st.prg:245;1st.prg:316;1st.prg:322;1st.prg:418;1st.prg:731;1st.prg:843;1st.prg:852;1st.prg:923;1st.prg:929;1st.prg:1025;1st.prg:1339;1st.prg:1347;1st.prg:1950;1st.prg:2153;1st.prg:2162;1st.prg:2233;1st.prg:2239;1st.prg:2335;1st.prg:2643;1st.prg:2846;1st.prg:2855;1st.prg:2926;1st.prg:2932;1st.prg:3028;1st.prg:3336;1st.prg:3539;1st.prg:3548;1st.prg:3619;1st.prg:3625;1st.prg:3721;1st.prg:4029;1st.prg:4232;1st.prg:4241;1st.prg:4312;1st.prg:4318;1st.prg:4414;1st.prg:4722;1st.prg:4925;1st.prg:4934;1st.prg:5005;1st.prg:5011;1st.prg:5107;1st.prg:5415;1st.prg:5618;1st.prg:5627;1st.prg:5698;1st.prg:5704;1st.prg:5800,1st.prg:218;1st.prg:297;1st.prg:386;1st.prg:510;1st.prg:825;1st.prg:904;1st.prg:993;1st.prg:1117;1st.prg:1317;1st.prg:2135;1st.prg:2214;1st.prg:2303;1st.prg:2427;1st.prg:2828;1st.prg:2907;1st.prg:2996;1st.prg:3120;1st.prg:3521;1st.prg:3600;1st.prg:3689;1st.prg:3813;1st.prg:4214;1st.prg:4293;1st.prg:4382;1st.prg:4506;1st.prg:4907;1st.prg:4986;1st.prg:5075;1st.prg:5199;1st.prg:5600;1st.prg:5679;1st.prg:5768;1st.prg:5892,局部计算/临时变量,,低
store_CURI0,local real,1st.prg:10378;1st.prg:10529;1st.prg:10665;1st.prg:10822,1st.prg:10401;1st.prg:10698,局部计算/临时变量,0,低
store_CURI2,local real,1st.prg:10378;1st.prg:10531;1st.prg:10665;1st.prg:10824,1st.prg:10403;1st.prg:10700,局部计算/临时变量,2,低
store_CURV,local real,1st.prg:33;1st.prg:237;1st.prg:246;1st.prg:318;1st.prg:323;1st.prg:419;1st.prg:731;1st.prg:844;1st.prg:853;1st.prg:925;1st.prg:930;1st.prg:1026;1st.prg:1340;1st.prg:1348;1st.prg:1950;1st.prg:2154;1st.prg:2163;1st.prg:2235;1st.prg:2240;1st.prg:2336;1st.prg:2643;1st.prg:2847;1st.prg:2856;1st.prg:2928;1st.prg:2933;1st.prg:3029;1st.prg:3336;1st.prg:3540;1st.prg:3549;1st.prg:3621;1st.prg:3626;1st.prg:3722;1st.prg:4029;1st.prg:4233;1st.prg:4242;1st.prg:4314;1st.prg:4319;1st.prg:4415;1st.prg:4722;1st.prg:4926;1st.prg:4935;1st.prg:5007;1st.prg:5012;1st.prg:5108;1st.prg:5415;1st.prg:5619;1st.prg:5628;1st.prg:5700;1st.prg:5705;1st.prg:5801,1st.prg:219;1st.prg:298;1st.prg:387;1st.prg:511;1st.prg:826;1st.prg:905;1st.prg:994;1st.prg:1118;1st.prg:1318;1st.prg:2136;1st.prg:2215;1st.prg:2304;1st.prg:2428;1st.prg:2829;1st.prg:2908;1st.prg:2997;1st.prg:3121;1st.prg:3522;1st.prg:3601;1st.prg:3690;1st.prg:3814;1st.prg:4215;1st.prg:4294;1st.prg:4383;1st.prg:4507;1st.prg:4908;1st.prg:4987;1st.prg:5076;1st.prg:5200;1st.prg:5601;1st.prg:5680;1st.prg:5769;1st.prg:5893,局部计算/临时变量,,低
store_CURV0,local real,1st.prg:10378;1st.prg:10530;1st.prg:10665;1st.prg:10823,1st.prg:10402;1st.prg:10699,局部计算/临时变量,0,低
store_CURV2,local real,1st.prg:10378;1st.prg:10532;1st.prg:10665;1st.prg:10825,1st.prg:10404;1st.prg:10701,局部计算/临时变量,2,低
sum,local real,1st.prg:1768;1st.prg:1771,1st.prg:1769,局部计算/临时变量,,低
t,global axisdef,1st.prg:11410,,通用控制变量,,中
tag	1837 DynNegativeLimit,global real,,,运动参数/速度曲线,,高
tag	1838 DynPositiveLimit,global real,,,运动参数/速度曲线,,高
tag	1839 mshLCZ,global real,,,通用控制变量,,中
tag	1840 mshUCZ,global real,,,通用控制变量,,中
tag	1841 bfmLCZ,global real,,,通用控制变量,,中
tag	1842 bfmUCZ,global real,,,通用控制变量,,中
tag	1843 qcmLCZ,global real,,,通用控制变量,,中
tag	1844 qcmUCZ,global real,,,通用控制变量,,中
tag	1845 xfrLCZ,global real,,,通用控制变量,,中
tag	1846 xfrUCZ,global real,,,通用控制变量,,中
temp,local real,1st.prg:9429;1st.prg:9431;1st.prg:9433;1st.prg:9436,1st.prg:9430,局部计算/临时变量,,低
thepeakposIndex,local int,1st.prg:627;1st.prg:630;1st.prg:1234;1st.prg:1237;1st.prg:2544;1st.prg:2547;1st.prg:3237;1st.prg:3240;1st.prg:3930;1st.prg:3933;1st.prg:4623;1st.prg:4626;1st.prg:5316;1st.prg:5319;1st.prg:6009;1st.prg:6012,1st.prg:628;1st.prg:1235;1st.prg:2545;1st.prg:3238;1st.prg:3931;1st.prg:4624;1st.prg:5317;1st.prg:6010,局部计算/临时变量,,低
theta0,global real,1st.prg:8211;1st.prg:8375;1st.prg:8579;1st.prg:8600;1st.prg:8842;1st.prg:10669;1st.prg:10792,1st.prg:9338,通用控制变量,0,中
theta1,local real,1st.prg:8224;1st.prg:8375,1st.prg:8362;1st.prg:8364;1st.prg:8366,局部计算/临时变量,1,低
theta2,local real,1st.prg:8224;1st.prg:8375,1st.prg:8374,局部计算/临时变量,2,低
tmp,local real,1st.prg:7767;1st.prg:8224;1st.prg:8361;1st.prg:8362;1st.prg:8363;1st.prg:8365;1st.prg:8366;1st.prg:8368;1st.prg:8577;1st.prg:8580;1st.prg:8581;1st.prg:8583;1st.prg:8598;1st.prg:8601;1st.prg:8602;1st.prg:8604;1st.prg:8660;1st.prg:8664;1st.prg:8667;1st.prg:8684;1st.prg:8687;1st.prg:8692;1st.prg:8715;1st.prg:9402,1st.prg:8360;1st.prg:8571;1st.prg:8573;1st.prg:8579;1st.prg:8582;1st.prg:8592;1st.prg:8594;1st.prg:8600;1st.prg:8603;1st.prg:8656;1st.prg:8658;1st.prg:8663;1st.prg:8665;1st.prg:8668;1st.prg:8681;1st.prg:8682;1st.prg:8685;1st.prg:8688;1st.prg:8694;1st.prg:8696;1st.prg:8700;1st.prg:8710;1st.prg:8711,局部计算/临时变量,,低
tmpAxisAcc,local real,1st.prg:8887;1st.prg:9546;1st.prg:9580;1st.prg:9594;1st.prg:9609;1st.prg:9624;1st.prg:9640;1st.prg:9657;1st.prg:9674,1st.prg:9442;1st.prg:9452;1st.prg:9462;1st.prg:9472,运动参数/速度曲线,,高
tmpAxisDec,local real,1st.prg:8886;1st.prg:9545;1st.prg:9579;1st.prg:9593;1st.prg:9608;1st.prg:9623;1st.prg:9639;1st.prg:9656;1st.prg:9673,1st.prg:9441;1st.prg:9451;1st.prg:9461;1st.prg:9471,运动参数/速度曲线,,高
tmpDINPUT,local int,1st.prg:8896;1st.prg:9849;1st.prg:9850;1st.prg:9851;1st.prg:9852;1st.prg:9853;1st.prg:9854;1st.prg:9855;1st.prg:9856;1st.prg:9903;1st.prg:9907;1st.prg:9912;1st.prg:9913;1st.prg:9914;1st.prg:9917;1st.prg:9918;1st.prg:9919;1st.prg:9920;1st.prg:9921,1st.prg:8900;1st.prg:9846;1st.prg:9875,局部计算/临时变量,,低
tmpExtRearArmRotCenter,local real,1st.prg:9326;1st.prg:9330;1st.prg:9331;1st.prg:9332;1st.prg:9334;1st.prg:9335,1st.prg:9328,局部计算/临时变量,,低
tmpFaultTorq,local real,1st.prg:8888;1st.prg:9547;1st.prg:9581;1st.prg:9595;1st.prg:9610;1st.prg:9625;1st.prg:9641;1st.prg:9658;1st.prg:9675,1st.prg:9443;1st.prg:9453;1st.prg:9463;1st.prg:9473,故障/错误阈值或报警状态,,高
tmpHomeTorq,local real,1st.prg:8889;1st.prg:9548;1st.prg:9582;1st.prg:9596;1st.prg:9611;1st.prg:9626;1st.prg:9642;1st.prg:9659;1st.prg:9676,1st.prg:9444;1st.prg:9454;1st.prg:9464;1st.prg:9474,局部计算/临时变量,,低
tmpIG,local real,1st.prg:1401;1st.prg:1547;1st.prg:1553,1st.prg:1540;1st.prg:1550,局部计算/临时变量,,低
tmpLx,local real,1st.prg:9326;1st.prg:9337,1st.prg:9327,局部计算/临时变量,,低
tmpMaxTorq,local real,1st.prg:8890;1st.prg:9549;1st.prg:9583;1st.prg:9597;1st.prg:9612;1st.prg:9627;1st.prg:9643;1st.prg:9660;1st.prg:9677,1st.prg:9445;1st.prg:9455;1st.prg:9465;1st.prg:9475,局部计算/临时变量,,低
tmpMaxVel,local real,1st.prg:8884;1st.prg:9543;1st.prg:9577;1st.prg:9591;1st.prg:9606;1st.prg:9621;1st.prg:9637;1st.prg:9654;1st.prg:9671,1st.prg:9439;1st.prg:9449;1st.prg:9459;1st.prg:9469,运动参数/速度曲线,,高
tmpMeasured,global real,1st.prg:6794;1st.prg:6856;1st.prg:6863;1st.prg:7152;1st.prg:7226;1st.prg:7235;1st.prg:7393;1st.prg:7586;1st.prg:7587;1st.prg:7596;1st.prg:8882;1st.prg:9485;1st.prg:9490;1st.prg:9541;1st.prg:9561;1st.prg:9569;1st.prg:9589;1st.prg:9604;1st.prg:9619;1st.prg:9635;1st.prg:9652;1st.prg:9669,1st.prg:7217;1st.prg:7218;1st.prg:7219;1st.prg:7220;1st.prg:7221;1st.prg:7222;1st.prg:7223;1st.prg:7224;1st.prg:9432;1st.prg:9434;1st.prg:9436;1st.prg:9447;1st.prg:9457;1st.prg:9467,测量值/工作设定,,中
tmpMinVel,local real,1st.prg:8885;1st.prg:9544;1st.prg:9578;1st.prg:9592;1st.prg:9607;1st.prg:9622;1st.prg:9638;1st.prg:9655;1st.prg:9672,1st.prg:9440;1st.prg:9450;1st.prg:9460;1st.prg:9470,运动参数/速度曲线,,高
tmpOutput,local int,1st.prg:10570;1st.prg:10603;1st.prg:10606,1st.prg:10597;1st.prg:10599,局部计算/临时变量,,低
tmpRampCycleStartTime,local real,1st.prg:1401;1st.prg:1589;1st.prg:1625,1st.prg:1588;1st.prg:1624,局部计算/临时变量,,低
tmpRampCycleTime,local real,1st.prg:1401,,局部计算/临时变量,,低
tmpRamprate,local real,1st.prg:1401;1st.prg:1571;1st.prg:1572;1st.prg:1608;1st.prg:1609;1st.prg:1739;1st.prg:1742,1st.prg:1500;1st.prg:1826;1st.prg:1841,运动参数/速度曲线,,中
tmpRotRampRate,local real,1st.prg:8233;1st.prg:8448;1st.prg:8500;1st.prg:8501,1st.prg:8443;1st.prg:8445,运动参数/速度曲线,,中
tmpSLPKP,local real,1st.prg:8893;1st.prg:9037;1st.prg:9041;1st.prg:9045;1st.prg:9049;1st.prg:9053;1st.prg:9057;1st.prg:9061;1st.prg:9065,1st.prg:9031,局部计算/临时变量,,低
tmpSLVKI,local real,1st.prg:8892;1st.prg:9036;1st.prg:9040;1st.prg:9044;1st.prg:9048;1st.prg:9052;1st.prg:9056;1st.prg:9060;1st.prg:9064,1st.prg:9030,局部计算/临时变量,,低
tmpSLVKP,local real,1st.prg:8891;1st.prg:9035;1st.prg:9039;1st.prg:9043;1st.prg:9047;1st.prg:9051;1st.prg:9055;1st.prg:9059;1st.prg:9063,1st.prg:9029,局部计算/临时变量,,低
tmpStartPressure,local real,1st.prg:1401,1st.prg:1566,压力控制相关,,中
tmpTheta1,local real,1st.prg:9326;1st.prg:9338,1st.prg:9331;1st.prg:9333;1st.prg:9335,局部计算/临时变量,1,低
tmpTheta2,local real,1st.prg:9326;1st.prg:9338,1st.prg:9337,局部计算/临时变量,2,低
tmpVar,local real,1st.prg:10858;1st.prg:11083;1st.prg:11085;1st.prg:11088,1st.prg:11082;1st.prg:11084;1st.prg:11086,局部计算/临时变量,,低
tmpWkSp,local real,1st.prg:8249;1st.prg:8605;1st.prg:8613;1st.prg:8722;1st.prg:8746;1st.prg:8883;1st.prg:9506;1st.prg:9542;1st.prg:9562;1st.prg:9570;1st.prg:9590;1st.prg:9605;1st.prg:9620;1st.prg:9636;1st.prg:9653;1st.prg:9670,1st.prg:8598;1st.prg:8606;1st.prg:8608;1st.prg:8715;1st.prg:9438;1st.prg:9448;1st.prg:9458;1st.prg:9468,设定值/目标位置,,高
tmpend,local real,1st.prg:7767;1st.prg:7782;1st.prg:7789;1st.prg:7796;1st.prg:7803,1st.prg:7771,局部计算/临时变量,,低
tmpstart,local real,1st.prg:7767;1st.prg:7782;1st.prg:7796,1st.prg:7770,局部计算/临时变量,,低
tmptest,local real,1st.prg:8369;1st.prg:8371;1st.prg:8374,1st.prg:8370;1st.prg:8372,局部计算/临时变量,,低
tmptime,local real,1st.prg:1401;1st.prg:1670,1st.prg:1533,局部计算/临时变量,,低
tmptimed,local real,1st.prg:1401,1st.prg:1433;1st.prg:1670,局部计算/临时变量,,低
w_reg,local int,1st.prg:6177;1st.prg:7184;1st.prg:7291;1st.prg:7407,,局部计算/临时变量,,低
x,global axisdef,1st.prg:11410,,通用控制变量,,中
x1,local real,1st.prg:8225;1st.prg:8585;1st.prg:8587;1st.prg:8606;1st.prg:8608;1st.prg:9402,1st.prg:8580;1st.prg:8601,局部计算/临时变量,1,低
x2,local real,1st.prg:8225;1st.prg:8585;1st.prg:8587;1st.prg:8606;1st.prg:8608;1st.prg:9402,1st.prg:8583;1st.prg:8604,局部计算/临时变量,2,低
xfrLCZ,unknown unknown,1st.prg:9008;1st.prg:9011;1st.prg:11834,1st.prg:8999;1st.prg:9018,通用控制变量,,中
xfrLCZ_old,global real,1st.prg:6641;1st.prg:6709;1st.prg:8863,1st.prg:6711;1st.prg:9008,通用控制变量,,中
xfrPreventMove,local int,1st.prg:6623;1st.prg:6750,,互锁/运动阻止逻辑,,高
xfrUCZ,unknown unknown,1st.prg:9009;1st.prg:9011;1st.prg:11835,1st.prg:9000;1st.prg:9019,通用控制变量,,中
xfrUCZ_old,global real,1st.prg:6641;1st.prg:6714;1st.prg:8863,1st.prg:6716;1st.prg:9009,通用控制变量,,中
y,global axisdef,1st.prg:11410,,通用控制变量,,中
z,global axisdef,1st.prg:11410,,通用控制变量,,中
